genus,age,latitude
noetia,Modern,26.436451
noetia,Modern,26.462872
noetia,Modern,29.627103
noetia,Modern,33.644927
noetia,Modern,26.436186
noetia,Modern,29.209788
noetia,Modern,27.246971
noetia,Modern,27.271031
noetia,Modern,26.436525
noetia,Modern,35.716667
noetia,Modern,28.073715
noetia,Modern,26.44656
noetia,Modern,28.911432
noetia,Modern,26.444538
noetia,Modern,29.816434
noetia,Modern,26.436563
noetia,Modern,30.638515
noetia,Modern,29.549884
noetia,Modern,29.70187
noetia,Modern,26.962867
noetia,Modern,33.646265
noetia,Modern,34.672937
noetia,Modern,28.327287
noetia,Modern,26.44656
noetia,Modern,27.246387
noetia,Modern,35.715308
noetia,Modern,34.68508
noetia,Modern,27.008835
noetia,Modern,26.126073
noetia,Modern,28.899908
noetia,Modern,36.380288
noetia,Modern,26.438072
noetia,Modern,34.708889
noetia,Modern,29.147642
noetia,Modern,34.679276
noetia,Modern,26.123239
noetia,Modern,29.228975
noetia,Modern,26.330603
noetia,Modern,28.315229
noetia,Modern,36.158446
noetia,Modern,29.296495
noetia,Modern,35.715182
noetia,Modern,26.319203
noetia,Modern,25.816624
noetia,Modern,33.350128
noetia,Modern,26.436876
noetia,Modern,33.514562
noetia,Modern,33.9635
noetia,Modern,32.78913
noetia,Modern,28.318682
noetia,Modern,25.90104
noetia,Modern,36.133632
noetia,Modern,27.798547
noetia,Modern,30.040655
noetia,Modern,26.326269
noetia,Modern,26.436242
noetia,Modern,32.653935
noetia,Modern,30.162186
noetia,Modern,33.882219
noetia,Modern,34.647674
noetia,Modern,29.725257
noetia,Modern,28.677195
noetia,Modern,26.477628
noetia,Modern,33.646957
noetia,Modern,35.831928
noetia,Modern,33.647648
noetia,Modern,34.647688
noetia,Modern,28.673813
noetia,Modern,33.700958
noetia,Modern,28.911139
noetia,Modern,28.999973
noetia,Modern,30.594197
noetia,Modern,29.896404
noetia,Modern,27.246536
noetia,Modern,28.861761
noetia,Modern,28.676954
noetia,Modern,29.549884
noetia,Modern,34.647645
noetia,Modern,26.351472
noetia,Modern,27.253886
noetia,Modern,26.450018
noetia,Modern,30.648661
noetia,Modern,29.723839
noetia,Modern,33.646957
noetia,Modern,26.442183
noetia,Modern,30.040153
noetia,Modern,26.458645
noetia,Modern,33.998122
noetia,Modern,33.924228
noetia,Modern,35.231165
noetia,Modern,26.482722
noetia,Modern,26.442215
noetia,Modern,28.901547
noetia,Modern,33.349972
noetia,Modern,33.759625
noetia,Modern,27.390235
noetia,Modern,26.885026
noetia,Modern,26.953896
noetia,Modern,29.286972
noetia,Modern,32.7389
noetia,Modern,29.806947
noetia,Modern,30.457358
noetia,Modern,26.211466
noetia,Modern,31.955579
noetia,Modern,26.331353
noetia,Modern,28.316004
noetia,Modern,26.435889
noetia,Modern,28.658691
noetia,Modern,34.647701
noetia,Modern,28.950669
noetia,Modern,33.913772
noetia,Modern,29.316575
noetia,Modern,26.436731
noetia,Modern,33.962208
noetia,Modern,35.558493
noetia,Modern,26.443397
noetia,Modern,28.18074
noetia,Modern,30.287844
noetia,Modern,33.840295
noetia,Modern,33.689012
noetia,Modern,28.901482
noetia,Modern,26.609775
noetia,Modern,33.350098
noetia,Modern,34.647614
noetia,Modern,33.646957
noetia,Modern,29.040847
noetia,Modern,30.356313
noetia,Modern,26.023196
noetia,Modern,30.66755
noetia,Modern,26.4609
noetia,Modern,26.527752
noetia,Modern,26.45818
noetia,Modern,26.442122
noetia,Modern,34.694069
noetia,Modern,26.043966
noetia,Modern,33.620716
noetia,Modern,28.969849
noetia,Modern,26.611738
noetia,Modern,29.652054
noetia,Modern,29.913397
noetia,Modern,26.33227
noetia,Modern,29.822433
noetia,Modern,30.459428
noetia,Modern,26.482458
noetia,Modern,26.43647
noetia,Modern,28.683175
noetia,Modern,29.735988
noetia,Modern,33.350097
noetia,Modern,33.622711
noetia,Modern,30.119286
noetia,Modern,30.287847
noetia,Modern,28.684308
noetia,Modern,26.436045
noetia,Modern,33.649985
noetia,Modern,30.287869
noetia,Modern,26.435958
noetia,Modern,28.329077
noetia,Modern,28.898771
noetia,Modern,29.028707
noetia,Modern,28.658676
noetia,Modern,29.28843
noetia,Modern,27.709097
noetia,Modern,29.549884
noetia,Modern,26.034047
noetia,Modern,35.213459
noetia,Modern,26.438095
noetia,Modern,26.210966
noetia,Modern,33.349828
noetia,Modern,26.44192
noetia,Modern,29.186417
noetia,Modern,27.896002
noetia,Modern,26.074045
noetia,Modern,26.692255
noetia,Modern,28.137117
noetia,Modern,26.160414
noetia,Modern,26.329953
noetia,Modern,34.64727
noetia,Modern,36.389149
noetia,Modern,26.468546
noetia,Modern,33.319591
noetia,Modern,26.458192
noetia,Modern,29.153012
noetia,Modern,33.619662
noetia,Modern,33.913476
noetia,Modern,28.650295
noetia,Modern,26.21615
noetia,Modern,26.436661
noetia,Modern,29.488571
noetia,Modern,33.636322
noetia,Modern,27.090861
noetia,Modern,28.388288
noetia,Modern,29.770934
noetia,Modern,26.021383
noetia,Modern,29.664137
noetia,Modern,33.59248
noetia,Modern,28.319623
noetia,Modern,28.684587
noetia,Modern,27.474167
noetia,Modern,28.898722
noetia,Modern,26.33137
noetia,Modern,35.250537
noetia,Modern,33.506897
noetia,Modern,29.720228
noetia,Modern,26.436657
noetia,Modern,32.652958
noetia,Modern,26.436214
noetia,Modern,35.266504
noetia,Modern,35.22488
noetia,Modern,35.896434
noetia,Modern,26.131645
noetia,Modern,28.6771
noetia,Modern,26.608625
noetia,Modern,29.408598
noetia,Modern,35.211882
noetia,Modern,26.436229
noetia,Modern,26.610053
noetia,Modern,25.922539
noetia,Modern,26.07426
noetia,Modern,26.062919
noetia,Modern,32.216316
noetia,Modern,30.287831
noetia,Modern,26.996542
noetia,Modern,26.43632
noetia,Modern,33.620962
noetia,Modern,33.732466
noetia,Modern,25.922554
noetia,Modern,34.647787
noetia,Modern,26.458167
noetia,Modern,27.733444
noetia,Modern,29.729887
noetia,Modern,36.853213
noetia,Modern,26.436876
noetia,Modern,29.057039
noetia,Modern,27.265423
noetia,Modern,32.652397
noetia,Modern,26.437211
noetia,Modern,33.804118
noetia,Modern,28.343124
noetia,Modern,25.129147
noetia,Modern,26.326269
noetia,Modern,26.427662
noetia,Modern,26.608625
noetia,Modern,29.371814
noetia,Modern,26.437446
noetia,Modern,26.41252
